-4.52562	-4.48727	-3.85662	0.910893	-0.600415	0.0870977	
-3.46774	-4.61543	-3.28853	-0.373985	0.05211	1.27004	
-2.59145	-3.88658	-4.3808	-0.323384	-1.25792	1.34508	
-3.48279	-4.06938	-4.16216	0.523158	0.166993	-0.0404074	
-1.55802	-4.79709	-5.61658	1.10133	-0.305924	-0.626424	
-1.57772	-4.29575	-4.63592	-0.678012	-0.939706	0.603639	
-1.76429	-4.66295	-3.663	0.987047	0.51273	-1.67871	
-0.77149	-2.83655	-5.17503	0.854342	0.312413	-0.360304	
-0.719444	-4.28726	-6.01115	0.213981	0.0411702	0.117151	
-0.00595045	-3.2199	-3.59836	-0.201036	-0.881855	-0.513526	
0.706665	-4.11236	-4.26239	0.348826	1.28618	-1.35765	
-0.561005	-3.80601	-4.98926	0.7543	0.743852	0.962337	
0.304127	-4.4676	-5.37048	-0.172286	-1.29846	0.661881	
0.768429	-1.68235	-3.62584	-0.850376	2.84593	0.277068	
0.9319	-2.88506	-3.95536	0.0587249	0.233413	-0.151171	
0.826418	-1.97225	-4.7932	1.23301	-0.863694	-0.223093	
2.24572	-4.07964	-3.80336	-0.272092	-1.89948	-0.711764	
2.53878	-3.24127	-3.28146	-0.0315666	0.442366	0.160974	
3.32016	-3.94412	-3.23496	0.0471055	0.450431	-0.0335092	
3.9746	-2.55102	-4.2817	0.415304	-1.91619	2.13867	
-3.66167	-2.32778	-3.95469	-0.273407	1.00661	2.56744	
-4.45905	-1.15302	-3.80923	-1.57736	-1.32957	0.956111	
-3.14843	-1.34505	-3.95237	-1.75804	1.04878	-0.205803	
-3.92381	-1.70353	-4.75595	0.722397	0.252543	-0.42437	
-1.78013	-2.72648	-4.63832	-0.290815	-0.313861	-0.328648	
-2.4001	-2.80681	-3.8056	-0.183402	-0.162297	0.0578597	
-2.03408	-2.94673	-2.7053	0.160382	0.817343	1.12339	
-1.30644	-1.23341	-4.24941	-0.993933	0.5955	0.490638	
-1.00953	-3.47238	-3.87954	0.183528	-1.37238	-0.452767	
-0.924487	-2.29876	-4.28113	0.246086	-2.00579	-1.33357	
-0.218114	-2.25462	-3.50435	-0.75658	-2.10766	0.517189	
-0.293844	-1.95919	-5.08599	-1.39024	1.90238	0.391045	
1.80586	-1.79751	-5.34612	-1.12003	-0.345401	-0.932662	
-0.16833	-1.39299	-4.15847	0.865728	-0.750864	-1.10537	
1.88475	-1.96027	-4.09298	-0.0610993	0.105387	-0.460668	
2.94023	-2.4209	-3.79055	1.13269	-0.86471	0.948268	
1.86058	-3.25543	-4.43182	0.947279	-0.341205	-0.701481	
3.11491	-3.27167	-4.43923	1.00003	0.874244	-0.671972	
3.84987	-1.9361	-3.31465	-0.0240579	0.97627	0.735919	
3.5353	-1.57638	-4.4232	-0.142162	-0.42122	0.498989	
-4.43005	1.19939	-4.94856	0.118747	-0.00138559	-0.213448	
-4.56284	2.16454	-4.47913	-0.0490653	-0.685113	0.175027	
-2.28429	-0.543331	-3.64092	-1.96612	-0.32789	0.0396012	
-4.29034	0.242681	-4.24013	-0.318171	0.496527	-0.596303	
-1.63061	-0.658548	-5.7848	1.86177	1.84995	-2.9091	
-2.58596	0.0668893	-4.93567	-0.053781	0.599501	-0.85028	
-1.42152	-0.0127909	-4.68315	-1.15909	0.829412	-0.762344	
-0.295579	0.65032	-3.33505	2.87364	0.365407	-1.07963	
-0.0979896	-0.332405	-3.86539	-0.751347	0.219241	0.89483	
-1.16625	-0.428728	-3.53432	0.799461	0.0975695	1.3887	
-0.3377	-1.30528	-2.84686	-1.18892	-0.371661	-1.31699	
0.878528	0.663432	-3.59738	0.687621	0.19692	0.462374	
0.624339	-0.334789	-4.65543	-0.728117	0.351539	1.20218	
0.432777	0.0393659	-2.90498	-0.488379	-0.507287	0.432791	
1.00455	-1.04156	-2.56026	-1.09435	-0.727999	-0.578594	
1.57407	-0.0858224	-4.23133	0.0635128	-0.0164338	-0.447163	
1.80512	-0.973786	-3.7183	0.405466	-0.795739	-0.615314	
2.55595	-0.0417373	-3.61507	-0.144458	0.660076	-0.589392	
2.80144	-1.20164	-3.53338	-0.462757	0.284699	0.100661	
2.51425	-1.28945	-4.77492	-0.784365	-0.101487	-0.90213	
-4.1907	-0.591936	-4.84755	-0.104013	-1.06109	-0.723643	
-3.56066	1.09767	-2.02633	1.41526	-0.817097	0.528719	
-2.90461	-0.124629	-2.86206	-2.11987	-1.44815	-1.2451	
-3.90835	1.21772	-3.96281	-0.224133	-0.187437	-0.248359	
-2.82828	1.50047	-4.45713	0.587223	0.63701	0.906808	
-4.09692	2.14117	-3.46125	-0.826298	0.113363	1.94258	
-1.62069	0.550928	-3.50049	0.196138	1.16746	-0.204121	
-1.98859	1.01037	-4.75607	0.34784	0.239676	-0.596102	
-0.565915	2.17042	-1.78871	-0.726447	0.230699	-1.22588	
-1.2363	2.39614	-2.62354	-0.52235	-0.615983	0.639123	
-0.35843	1.2079	-2.19488	0.83129	1.37221	0.124259	
-0.300535	2.1517	-3.29127	-1.25502	0.454128	1.38877	
0.782209	1.90541	-3.36672	-1.6119	-1.34677	0.151773	
1.29185	2.25754	-2.13944	1.11476	-2.13492	2.29587	
2.65304	1.21498	-3.59048	0.187449	1.71691	-0.951859	
1.65818	1.54116	-3.9025	-0.89325	-0.101237	-1.01895	
3.07754	0.327191	-4.64052	0.527813	0.523814	-2.37187	
2.36817	2.3173	-3.05869	0.549082	-0.062876	-0.200047	
4.92223	0.643433	-3.0988	0.865592	0.00434896	1.09371	
3.35117	2.48758	-3.63212	-1.31479	0.236817	-0.422838	
-3.74254	3.42557	-4.17631	0.700657	0.0226988	1.40687	
-4.34403	2.92511	-2.59823	-0.38378	0.31869	-0.917475	
-2.84683	2.58393	-3.36513	-0.43316	-0.378726	0.311004	
-2.71988	3.11012	-4.22477	-0.457962	0.0655634	1.22228	
-3.55223	2.33639	-4.46368	0.161222	1.18027	-0.936971	
-1.78722	2.67478	-3.47256	0.957309	0.216542	-0.449255	
-1.14807	1.97444	-4.05427	0.0819132	0.737909	-0.921034	
-1.63904	3.12243	-4.39629	0.2768	-1.28913	-1.50419	
-1.08902	1.47151	-3.16286	-1.31436	0.0621652	-0.705922	
0.342067	2.58309	-3.99629	1.97379	0.325784	0.848981	
0.237214	2.51048	-2.47851	0.809562	-1.07545	-2.03021	
1.3365	2.96109	-4.02902	-1.15718	-1.52941	-0.570767	
1.3115	2.78097	-3.02733	-1.67081	-0.109319	1.13979	
0.461547	3.49727	-3.35148	-0.888861	1.19125	-0.0886981	
1.76752	1.32886	-2.88331	-1.96708	-2.04822	0.745714	
1.57013	3.78804	-3.26648	0.182945	0.452173	1.30628	
2.44626	3.40445	-3.70668	-0.591371	-1.05811	0.323182	
2.57517	4.03391	-2.77778	1.22859	0.0636953	0.470016	
3.89263	3.8892	-2.86537	-0.373635	-0.685838	0.632876	
3.57809	3.35642	-4.24016	0.967835	-0.440671	0.166286	
-4.22351	-3.81544	-3.13513	0.00457631	-0.260573	0.182673	
-3.56908	-3.48007	-2.18516	-0.457608	0.00110622	0.737977	
-3.74028	-4.79017	-2.13701	-0.144465	0.122858	1.15426	
-2.72883	-2.90589	-1.98031	-1.58352	-1.2871	-1.09931	
-2.50185	-4.96578	-2.92282	0.482224	0.00250418	-1.03806	
-1.22173	-2.06466	-0.4371	0.657542	-0.80022	-0.735246	
-2.56234	-4.05659	-2.28171	-0.644021	0.212634	0.525871	
-1.38514	-3.28939	-1.69208	0.103803	-0.81025	0.929261	
-1.61233	-4.08872	-2.80692	-0.168759	-0.420115	0.367291	
-0.746002	-3.2799	-2.87732	0.923706	0.986791	-0.772346	
0.371009	-3.13638	-2.22421	1.45354	0.906097	-1.01963	
-0.655785	-4.3155	-3.16066	0.418792	0.268254	-1.17356	
0.788695	-4.51895	-2.35772	-1.40878	0.11264	-1.81059	
1.57206	-2.94087	-0.809467	0.926378	-0.919123	-0.302449	
1.1784	-4.49151	-0.968178	-1.92772	-0.658229	-0.860502	
1.47803	-3.80722	-2.9323	0.530178	0.620238	0.364319	
1.64133	-3.61332	-1.73903	-0.343352	-0.0165999	-1.75146	
3.56813	-2.95653	-3.11728	1.717	0.943336	-1.48871	
2.60531	-3.78859	-0.912296	-1.16888	0.813075	0.790776	
4.11366	-3.5045	-4.17369	1.42031	0.342862	-0.558844	
-3.78407	-2.80195	-2.99737	0.548131	0.39388	0.320403	
-3.80743	-1.61381	-3.14939	0.0821541	1.21181	1.1211	
-2.88937	-2.17187	-2.77702	-0.899815	0.870579	0.243075	
-3.4737	-1.3128	-2.11192	-0.988584	0.223805	0.504947	
-3.07644	-3.50143	-3.22382	0.421492	1.1649	-1.14776	
-1.89913	-2.02256	-2.11457	-0.518171	-0.206995	-0.62679	
-1.75097	-3.92018	-0.505323	0.479106	-1.51015	0.0172636	
